comparison,case,metric,aggregation,paired_motions,reference,candidate,candidate_minus_reference,difference_ci95_low,difference_ci95_high,error_reduction_percent,error_reduction_percent_ci95_low,error_reduction_percent_ci95_high
film_vs_baseline,all_0_cold,common_error_body_pos,common_survival,4096,0.042387528155114595,0.03720327575751445,-0.0051842523976001476,-0.005335553720196499,-0.005036798375474702,12.230607971827679,11.885246090796343,12.568927350080967
film_vs_baseline,all_0_cold,common_error_joint_pos,common_survival,4096,0.5836925456257873,0.533948407948601,-0.04974413767718633,-0.0509657204260626,-0.048544180098914876,8.522318479132664,8.294943731384874,8.747843484455354
film_vs_baseline,all_0_cold,truncated_error_anchor_ang_vel,own_survival,4096,0.42861875310570796,0.36584653518224813,-0.06277221792345983,-0.06429659709035686,-0.06123067248984079,14.645233664794562,14.332304655114847,14.957952265290018
film_vs_baseline,all_0_cold,truncated_error_anchor_lin_vel,own_survival,4096,0.15829248281322528,0.14413854859912034,-0.014153934214104935,-0.014842455522473956,-0.013450581746359548,8.941633842970072,8.548131684541836,9.345246069791076
film_vs_baseline,all_0_cold,truncated_error_anchor_pos,own_survival,4096,0.19424034376933208,0.1595503179465489,-0.03469002582278319,-0.0372742636376546,-0.03207056809193095,17.859330945160874,16.717062531554006,18.946995946933562
film_vs_baseline,all_0_cold,truncated_error_anchor_rot,own_survival,4096,0.0813179310954399,0.07312835345924458,-0.008189577636195322,-0.008699734069215344,-0.007671089314378981,10.071060005921096,9.456452219513363,10.659075133156426
film_vs_baseline,all_0_cold,truncated_error_body_ang_vel,own_survival,4096,0.8636169823382538,0.7942205107869711,-0.0693964715512827,-0.07161108916049898,-0.06719978153865148,8.035561246536732,7.786788744800249,8.277986415754805
film_vs_baseline,all_0_cold,truncated_error_body_lin_vel,own_survival,4096,0.2016055293441958,0.185803222524825,-0.01580230681937078,-0.016510452617265376,-0.015101375558132908,7.838230861412497,7.522717902210791,8.166765945123334
film_vs_baseline,all_0_cold,truncated_error_body_pos,own_survival,4096,0.0423867193119563,0.03720657883413357,-0.005180140477822726,-0.005332277615341741,-0.0050322806637719646,12.221140399421122,11.869322991008035,12.560392589885932
film_vs_baseline,all_0_cold,truncated_error_body_rot,own_survival,4096,0.18106815298429427,0.16928871370508114,-0.011779439279213128,-0.012186584094130249,-0.011363553913809445,6.505527937999603,6.267792339444938,6.735610986753282
film_vs_baseline,all_0_cold,truncated_error_joint_pos,own_survival,4096,0.5836861253440138,0.5339339330559253,-0.04975219228808847,-0.05096228379143268,-0.04854405216115342,8.523792176619832,8.298696447058813,8.746562735061708
film_vs_baseline,all_0_cold,truncated_error_joint_vel,own_survival,4096,3.3985932424190906,3.180953766339892,-0.21763947607919842,-0.22598293605097802,-0.20964820056958405,6.40381065208864,6.1717714696863055,6.648416349870216
film_vs_baseline,all_0_cold,failure_rate,motion,4096,0.001708984375,0.00146484375,-0.000244140625,-0.001220703125,0.00048828125,,,
film_vs_baseline,all_0_cold,coverage,motion,4096,0.998965253708779,0.99917789073204,0.00021263702326101974,-0.0002066441430114363,0.0007430311187694798,,,
