comparison,case,metric,aggregation,paired_motions,reference,candidate,candidate_minus_reference,difference_ci95_low,difference_ci95_high,error_reduction_percent,error_reduction_percent_ci95_low,error_reduction_percent_ci95_high
film_vs_baseline,all_0_cold,common_error_body_pos,common_survival,512,0.041914918848734134,0.035882472093237985,-0.006032446755496149,-0.006421731388281769,-0.0056736069490209455,14.392123189517598,13.532495729646339,15.324595109821033
film_vs_baseline,all_0_cold,common_error_joint_pos,common_survival,512,0.5754566026348286,0.5282067755866563,-0.047249827048172266,-0.05066735009893635,-0.04393777906452037,8.210841066351604,7.592677350732828,8.85653026862856
film_vs_baseline,all_0_cold,truncated_error_anchor_ang_vel,own_survival,512,0.411251053687549,0.3510494680032764,-0.060201585684272585,-0.06411951321128818,-0.056558196539000925,14.638645942536886,13.82046149871404,15.50851000510546
film_vs_baseline,all_0_cold,truncated_error_anchor_lin_vel,own_survival,512,0.15123249535368544,0.13701933054410137,-0.014213164809584067,-0.016365406383969303,-0.012290879211059902,9.398221444633263,8.21101429158472,10.672080832251224
film_vs_baseline,all_0_cold,truncated_error_anchor_pos,own_survival,512,0.18454209173550598,0.1536746342002172,-0.030867457535288773,-0.03777994712095435,-0.02414957211454077,16.726513309239714,13.474309834183547,20.1022020283748
film_vs_baseline,all_0_cold,truncated_error_anchor_rot,own_survival,512,0.08202235577384491,0.0694841182240496,-0.012538237549795314,-0.01388837387764081,-0.011196645705064973,15.286366054111161,13.759044800039602,16.844024797717427
film_vs_baseline,all_0_cold,truncated_error_body_ang_vel,own_survival,512,0.8329981261057553,0.7571524981463937,-0.07584562795936156,-0.08178553699148247,-0.07077722230323948,9.105137884755864,8.52028765224952,9.777701222408364
film_vs_baseline,all_0_cold,truncated_error_body_lin_vel,own_survival,512,0.19265131343569492,0.17617727011646844,-0.016474043319226472,-0.018618499053925628,-0.014573487758329569,8.551222945451313,7.633372349191972,9.557415708830405
film_vs_baseline,all_0_cold,truncated_error_body_pos,own_survival,512,0.04191491872717778,0.03588247191806753,-0.006032446809110248,-0.00642173156184005,-0.005673606977176687,14.392123359167552,13.532495967925481,15.324594899514283
film_vs_baseline,all_0_cold,truncated_error_body_rot,own_survival,512,0.18160582129188113,0.16145381823807842,-0.020152003053802714,-0.021458141714005594,-0.018872842948141254,11.09656227451759,10.34023330512929,11.890838594183185
film_vs_baseline,all_0_cold,truncated_error_joint_pos,own_survival,512,0.5754566017216558,0.5282067740752704,-0.04724982764638541,-0.050667348089075394,-0.04393778096014959,8.210841183335631,7.5926777603600195,8.856530589183281
