comparison,case,metric,aggregation,paired_motions,reference,candidate,candidate_minus_reference,difference_ci95_low,difference_ci95_high,error_reduction_percent,error_reduction_percent_ci95_low,error_reduction_percent_ci95_high
film_vs_baseline,all_0_cold,common_error_body_pos,common_survival,512,0.04183563474787158,0.03600588646554922,-0.005829748282322363,-0.006220195500374961,-0.005481963658110209,13.934886652147558,13.091933553895085,14.85766111558608
film_vs_baseline,all_0_cold,common_error_joint_pos,common_survival,512,0.5748824989325436,0.5265042998616851,-0.048378199070858496,-0.051692769860428534,-0.04512421498589801,8.415319506279694,7.826558596294644,9.046761843282138
film_vs_baseline,all_0_cold,truncated_error_anchor_ang_vel,own_survival,512,0.41081128629150954,0.35181595213608974,-0.0589953341554198,-0.06310262491007267,-0.05517290064397016,14.360689719112784,13.497480943344028,15.241022774367678
film_vs_baseline,all_0_cold,truncated_error_anchor_lin_vel,own_survival,512,0.1502068642186631,0.13705112063889519,-0.013155743579767926,-0.01519624537059032,-0.011217970192575179,8.758417032537539,7.552263503291004,10.033280091915376
film_vs_baseline,all_0_cold,truncated_error_anchor_pos,own_survival,512,0.1851257994619529,0.154419682952829,-0.030706116509123887,-0.03697843883989559,-0.02427005723637499,16.58662196104904,13.4866369735708,19.72592933960364
film_vs_baseline,all_0_cold,truncated_error_anchor_rot,own_survival,512,0.08292993149502909,0.07036488911054255,-0.012565042384486538,-0.013959007726788129,-0.011144335666384387,15.151396073732077,13.524320238733736,16.704444858083008
film_vs_baseline,all_0_cold,truncated_error_body_ang_vel,own_survival,512,0.8320962603664666,0.7582370716988925,-0.07385918866757402,-0.08016513807111464,-0.06801085682439875,8.876279366409534,8.185557608671186,9.604840983630822
film_vs_baseline,all_0_cold,truncated_error_body_lin_vel,own_survival,512,0.19206012812598283,0.17613767597076868,-0.01592245215521415,-0.01808059965904395,-0.013895734151024344,8.2903475648885,7.3214840466442945,9.283729839279388
film_vs_baseline,all_0_cold,truncated_error_body_pos,own_survival,512,0.04183563453952173,0.036005886385439494,-0.005829748154082236,-0.006220195250439048,-0.005481963691115296,13.934886415012848,13.091933396726954,14.857661016383977
film_vs_baseline,all_0_cold,truncated_error_body_rot,own_survival,512,0.18100633946544054,0.16190526974474106,-0.01910106972069947,-0.020397642139620236,-0.017829786396565826,10.552707588645772,9.824164428737419,11.323737300002655
film_vs_baseline,all_0_cold,truncated_error_joint_pos,own_survival,512,0.5748824976920691,0.5265042998006476,-0.048378197891421504,-0.05169276912539943,-0.04512421369267454,8.415319319276767,7.826558340901992,9.0467614283586
film_vs_baseline,all_0_cold,truncated_error_joint_vel,own_survival,512,3.274543552579886,3.0494428933729187,-0.2251006592069671,-0.24855975575733072,-0.20377871527177108,6.8742606593098765,6.19205147972862,7.594295432730433
film_vs_baseline,all_0_cold,failure_rate,motion,512,0.0,0.0,0.0,0.0,0.0,,,
film_vs_baseline,all_0_cold,coverage,motion,512,1.0,1.0,0.0,0.0,0.0,,,
film_vs_baseline,all_4_cold,common_error_body_pos,common_survival,512,0.06434515946059759,0.06914792213019341,0.004802762669595825,0.0038606152841211957,0.005696818805104718,-7.464062114162365,-9.013040872637948,-5.925230348868985
film_vs_baseline,all_4_cold,common_error_joint_pos,common_survival,512,0.9129742367063559,0.9664577882191321,0.05348355151277617,0.04463480888284637,0.062046002372826196,-5.858166568393357,-6.863481804213076,-4.830878019448225
film_vs_baseline,all_4_cold,truncated_error_anchor_ang_vel,own_survival,512,0.7124180423446955,0.6561849034288704,-0.056233138915825154,-0.07024426024605203,-0.04285296427409932,7.893278324444426,6.099773307438611,9.797393388094438
film_vs_baseline,all_4_cold,truncated_error_anchor_lin_vel,own_survival,512,0.2917579926359468,0.26615100738458786,-0.02560698525135896,-0.03090140718270426,-0.02048234716706719,8.77678963308167,7.152876035443867,10.513997468414463
film_vs_baseline,all_4_cold,truncated_error_anchor_pos,own_survival,512,0.48815931085157793,0.39411730056710936,-0.09404201028446857,-0.11956684471533699,-0.06978754037014462,19.264614684991944,14.915750517216324,23.59556502328234
film_vs_baseline,all_4_cold,truncated_error_anchor_rot,own_survival,512,0.10823751749479861,0.10460090522712638,-0.003636612267672229,-0.006032217689701953,-0.0014666163047891213,3.3598444900096562,1.3712748270329,5.446979543359353
film_vs_baseline,all_4_cold,truncated_error_body_ang_vel,own_survival,512,1.6832769811356723,1.6049955844193131,-0.07828139671635914,-0.1015093065724185,-0.056180488838031166,4.650535686856735,3.3455856948109655,6.047227734432684
film_vs_baseline,all_4_cold,truncated_error_body_lin_vel,own_survival,512,0.3818900505959648,0.3597581902830333,-0.022131860312931517,-0.02769050138451297,-0.01680739690956096,5.795348760302415,4.429475235137317,7.210671142837485
film_vs_baseline,all_4_cold,truncated_error_body_pos,own_survival,512,0.06504919130850242,0.0692930409528617,0.004243849644359282,0.003132197242854921,0.005306383491443634,-6.5240621120597675,-8.220481354553117,-4.694660754582041
film_vs_baseline,all_4_cold,truncated_error_body_rot,own_survival,512,0.293012755994309,0.30022288413444864,0.00721012814013966,0.004099157695868336,0.010066988361901837,-2.4606874590400762,-3.470755446203748,-1.3876217885371247
film_vs_baseline,all_4_cold,truncated_error_joint_pos,own_survival,512,0.9184937837781674,0.9683768615727331,0.04988307779456569,0.0395324527863368,0.05975088641729672,-5.430965203637497,-6.591994485385812,-4.276100709516981
film_vs_baseline,all_4_cold,truncated_error_joint_vel,own_survival,512,6.141961083461904,5.829740138322853,-0.3122209451390514,-0.39984291409807565,-0.23022208546350373,5.083408066191599,3.7243929725399596,6.498863565339101
film_vs_baseline,all_4_cold,failure_rate,motion,512,0.083984375,0.095703125,0.01171875,-0.005859375,0.03125,,,
film_vs_baseline,all_4_cold,coverage,motion,512,0.9499211732837023,0.9393388681324832,-0.010582305151219051,-0.022394874009055737,0.00036746765244759276,,,
film_vs_baseline,all_0_warm,common_error_body_pos,common_survival,512,0.04205410208727556,0.03493411340486344,-0.007119988682412121,-0.007520220716906584,-0.006723805867546898,16.93054500993956,15.889530272245793,17.99628503932194
film_vs_baseline,all_0_warm,common_error_joint_pos,common_survival,512,0.5756529637041958,0.5178044967042654,-0.057848466999930404,-0.0613964453961835,-0.05440042864717357,10.04919120500808,9.386563618931879,10.724053126513237
film_vs_baseline,all_0_warm,truncated_error_anchor_ang_vel,own_survival,512,0.4113069965365976,0.34202300851184914,-0.06928398802474844,-0.073522592123859,-0.0654207857261188,16.844835757269603,16.090168945116854,17.635049565814125
film_vs_baseline,all_0_warm,truncated_error_anchor_lin_vel,own_survival,512,0.150148240809831,0.133526276840232,-0.016621963969599002,-0.018724530016654178,-0.014620982900145942,11.070368776848616,9.87342299002222,12.251314178548425
film_vs_baseline,all_0_warm,truncated_error_anchor_pos,own_survival,512,0.1834259275743566,0.1469270889084639,-0.03649883866589271,-0.04358763739592201,-0.02929661755282247,19.898407574412797,16.439079914622376,23.28763908149677
film_vs_baseline,all_0_warm,truncated_error_anchor_rot,own_survival,512,0.08309797155122288,0.06858173708846271,-0.014516234462760166,-0.016002865654471735,-0.012942260647985194,17.468819264513737,15.719575471973007,19.02833633613847
film_vs_baseline,all_0_warm,truncated_error_body_ang_vel,own_survival,512,0.8327792397233219,0.7397552135327722,-0.09302402619054972,-0.09969086976292098,-0.08693444467840056,11.170310420016659,10.51003813545217,11.86115947783369
film_vs_baseline,all_0_warm,truncated_error_body_lin_vel,own_survival,512,0.19213631993024174,0.17204963636818868,-0.020086683562053065,-0.02210818878353105,-0.01812482589948444,10.454391740898267,9.550430541863737,11.394647362552053
film_vs_baseline,all_0_warm,truncated_error_body_pos,own_survival,512,0.04205410201886315,0.034774908892627486,-0.007279193126235664,-0.007801959456382221,-0.0068264293759812905,17.309115583946173,16.306760199125147,18.31282048824147
film_vs_baseline,all_0_warm,truncated_error_body_rot,own_survival,512,0.18119550655877345,0.15876756889229676,-0.02242793766647669,-0.023776816556924953,-0.02106874122165166,12.377755989882592,11.606101837638908,13.189266504090968
film_vs_baseline,all_0_warm,truncated_error_joint_pos,own_survival,512,0.5756529647987667,0.5174418351152856,-0.05821112968348108,-0.061815952662750626,-0.0547870026348467,10.112191414462735,9.438882465631016,10.781854627433933
film_vs_baseline,all_0_warm,truncated_error_joint_vel,own_survival,512,3.2773803536911834,2.984726243670244,-0.2926541100209392,-0.31669443818382326,-0.270362928470344,8.929513161062753,8.298454928781132,9.639402438082346
film_vs_baseline,all_0_warm,failure_rate,motion,512,0.001953125,0.0,-0.001953125,-0.005859375,0.0,,,
film_vs_baseline,all_0_warm,coverage,motion,512,0.9993152837643678,1.0,0.0006847162356321546,0.0,0.0020541487068965747,,,
film_vs_baseline,all_4_warm,common_error_body_pos,common_survival,512,0.06402267505176859,0.06897410880744627,0.004951433755677678,0.0039358404770246,0.006099415844971199,-7.733875149193564,-9.553471005846562,-6.185762125012195
film_vs_baseline,all_4_warm,common_error_joint_pos,common_survival,512,0.9115893512075526,0.9687604434156518,0.05717109220809924,0.04798239147553886,0.06719875575075768,-6.2715840342328,-7.417938350627065,-5.273799626476688
film_vs_baseline,all_4_warm,truncated_error_anchor_ang_vel,own_survival,512,0.7120635249879667,0.6777144395853776,-0.034349085402589075,-0.04786767374680652,-0.019831963849120702,4.823879358680751,2.772286314881726,6.788025114109419
film_vs_baseline,all_4_warm,truncated_error_anchor_lin_vel,own_survival,512,0.29084651838493003,0.2723632611996079,-0.01848325718532212,-0.024384984221810964,-0.01218251624519676,6.354986570910183,4.182571802569032,8.462473758128178
film_vs_baseline,all_4_warm,truncated_error_anchor_pos,own_survival,512,0.5032859730667345,0.40539415401749973,-0.09789181904923477,-0.12036602128878865,-0.07790316155191074,19.450535935412322,16.099089870111367,22.982110552521913
film_vs_baseline,all_4_warm,truncated_error_anchor_rot,own_survival,512,0.10783671112908477,0.1126941347635955,0.004857423634510721,0.0009758413746247499,0.009983428247225104,-4.504424869464161,-9.20209491212842,-0.8996433608148131
film_vs_baseline,all_4_warm,truncated_error_body_ang_vel,own_survival,512,1.681688421514791,1.6299457756399518,-0.05174264587483912,-0.07707697704684255,-0.02511287099776725,3.0768271466263424,1.4733775513906024,4.592957917677749
film_vs_baseline,all_4_warm,truncated_error_body_lin_vel,own_survival,512,0.38155291388579426,0.36536966918079244,-0.01618324470500182,-0.022558856673006566,-0.009639857145195205,4.241415572007861,2.5186733982710408,5.957177372296842
film_vs_baseline,all_4_warm,truncated_error_body_pos,own_survival,512,0.0649303463763217,0.0691618568925007,0.00423151051617901,0.0031394485480544907,0.005469207269694658,-6.516999757946964,-8.38723613604491,-4.831909874274384
film_vs_baseline,all_4_warm,truncated_error_body_rot,own_survival,512,0.2928196320536823,0.30447991191692214,0.011660279863239864,0.00852911832059126,0.015211587941271669,-3.9820690236719507,-5.192325407553098,-2.907186981851495
film_vs_baseline,all_4_warm,truncated_error_joint_pos,own_survival,512,0.9195011255518606,0.9702625060726351,0.0507613805207745,0.04058218988407687,0.06201832306217674,-5.520534897693447,-6.778844882766554,-4.408586347771842
