case,metric,reference,candidate,candidate_minus_reference,reduction_percent,difference_ci95_low,difference_ci95_high,reduction_percent_ci95_low,reduction_percent_ci95_high
all_4_cold,truncated_error_body_pos,0.06493932182877452,0.06696130149026433,0.0020219796614898145,-3.113644560103611,0.001126408391185751,0.0029469188935401527,-4.605524245455863,-1.6928591961067725
all_4_cold,common_error_body_pos,0.06451104448004474,0.06641654254972779,0.0019054980696830426,-2.9537547950761702,0.000971419424757531,0.0027679584764374716,-4.330018363708199,-1.4835266136756875
all_4_cold,truncated_error_joint_pos,0.8948492141666384,0.9197652821070385,0.024916067940400022,-2.7843873074866625,0.016271534680383518,0.03376314822442203,-3.826100810901147,-1.7988049484573267
all_4_cold,common_error_joint_pos,0.8909170671973328,0.9157174915762147,0.02480042437888197,-2.78369618138529,0.0164812919483355,0.0327407455861177,-3.7213259028862846,-1.8363849392314742
all_4_cold,truncated_error_anchor_pos,0.5914790105866885,0.5024516307551258,-0.08902737983156273,15.051654959532106,-0.11259717043533526,-0.06728778112972317,11.62425389543576,18.580169287786017
all_4_cold,truncated_error_anchor_rot,0.1003173403755515,0.10072472816439876,0.00040738778884726046,-0.40609907252539723,-0.0018810266488919266,0.0026699811031312883,-2.745243047842291,1.8181664168189666
all_4_cold,truncated_error_body_rot,0.2860007945458192,0.2948511396869148,0.008850345141095561,-3.0945176761310282,0.0062252501870985145,0.011673024311052065,-4.1371095626525305,-2.1496321146248514
all_4_cold,truncated_error_joint_vel,6.366859452486493,6.1032890227179095,-0.2635704297685839,4.139724329326132,-0.3436883397595375,-0.18857658584397297,2.9916890276278303,5.3531068675960025
all_4_cold,truncated_error_anchor_lin_vel,0.32124316767661454,0.2900864061922638,-0.03115676148435076,9.698809070303808,-0.036896970982538094,-0.025305376687255993,7.9497461993466505,11.379361616516201
all_4_cold,truncated_error_anchor_ang_vel,0.7184468414849073,0.6728085803347235,-0.04563826115018388,6.352350447509431,-0.05854458824025704,-0.032839372594511425,4.641737693644457,8.019193698018448
all_4_cold,truncated_error_body_lin_vel,0.41038938938672576,0.38347860008339096,-0.026910789303334792,6.557379405824676,-0.032408549271480264,-0.021248602495355193,5.177615537921154,7.858258682533656
all_4_cold,truncated_error_body_ang_vel,1.7305207564835683,1.6549209617865652,-0.07559979469700306,4.368615309221857,-0.09684006110519,-0.055366337532541325,3.2199574068239767,5.5644604192766485
all_4_warm,failure_rate,0.076171875,0.068359375,-0.0078125,,-0.025390625,0.009765625,,
all_4_warm,coverage,0.9520527302541698,0.9553540318617817,0.003301301607611884,,-0.006943320756358631,0.013867713914839994,,
all_4_warm,truncated_error_body_pos,0.06479223789555616,0.06603014112452266,0.001237903228966497,-1.9105733482488647,0.00024227101032935975,0.002269883501355589,-3.54727528408823,-0.3752672091959326
all_4_warm,common_error_body_pos,0.06434046217039027,0.06610568568287692,0.0017652235124866467,-2.743566727593401,0.0008030147545779208,0.002732660611834447,-4.2452444149701245,-1.25212064944157
all_4_warm,truncated_error_joint_pos,0.8942294898124771,0.9152243252353369,0.020994835422859848,-2.347812911790969,0.011450509565323069,0.030727437173692498,-3.4977028073074496,-1.2688321177033148
all_4_warm,common_error_joint_pos,0.8903188706523071,0.9163769922068951,0.026058121554587976,-2.9268301968592505,0.01731987997547874,0.03500425298644752,-3.970744487437791,-1.9464398630445363
all_4_warm,truncated_error_anchor_pos,0.5870859710950145,0.5087559941459807,-0.07832997694903376,13.342164658258675,-0.10015175911159412,-0.05716129272835087,9.851689792428427,16.710102998456527
all_4_warm,truncated_error_anchor_rot,0.0995022066348431,0.1015912393868469,0.002089032752003797,-2.099483843278177,-0.0006206678298339964,0.005026247509496478,-5.0387463608139464,0.621781086695705
all_4_warm,truncated_error_body_rot,0.2854039685355183,0.2930546787953029,0.007650710259784588,-2.680660082984257,0.004732656009977715,0.01064847152085582,-3.7766218264524793,-1.6409244064917539
all_4_warm,truncated_error_joint_vel,6.357744708950341,6.046330519716551,-0.3114141892337905,4.898186440159922,-0.40943212201467055,-0.22041051362619826,3.4803279754892267,6.366350309333537
all_4_warm,truncated_error_anchor_lin_vel,0.3202376992838941,0.28769835808447974,-0.03253934119941437,10.160996432393146,-0.038971921592820286,-0.025811740116641675,8.157784247646298,12.063521604443414
all_4_warm,truncated_error_anchor_ang_vel,0.7157519629928414,0.6714173239057737,-0.044334639087067695,6.1941344738597826,-0.0605795753830022,-0.02890067642310229,4.085484548530001,8.31761277489574
all_4_warm,truncated_error_body_lin_vel,0.40958488361422507,0.3801801753607384,-0.029404708253486678,7.1791487991490515,-0.03575166704674261,-0.022858688667614643,5.596210237426972,8.700783247676524
all_4_warm,truncated_error_body_ang_vel,1.7255230995731554,1.6407524727437997,-0.08477062682935577,4.912749464224824,-0.11003225361814607,-0.06077737224722177,3.5276580027905338,6.3520918569249645
