update,episode_return,episode_length,return_per_recorded_step,long_full_fraction
1083,201.20672665789724,812.84,0.24753546412319427,1.0
1084,199.6876474031806,817.8,0.2441766292530944,1.0
1085,196.107183701694,794.6325,0.24678978483977687,1.0
1086,199.10173105314374,814.05,0.24458169774970057,1.0
1087,202.7811647042632,824.5275,0.24593620552894016,1.0
1088,190.87214296460152,777.2475,0.2455744701200088,1.0
1089,200.32760575532913,819.4175,0.24447562537452414,1.0
1090,201.3345058553014,821.445,0.2450979747339157,1.0
1091,195.34527753904462,799.265,0.24440614506958847,1.0
1092,188.1962097211182,771.1125,0.24405804564329878,1.0
1093,204.26235230758786,832.2975,0.2454198796795471,1.0
1094,201.50078805953265,825.06,0.2442256176030018,1.0
1095,189.48432300209998,783.1625,0.24194764560624388,1.0
1096,200.18321280732752,820.0825,0.24410131030393592,1.0
1097,199.60079244010151,819.9,0.24344528898658557,1.0
1098,208.36246484786273,848.03,0.24570176155072665,1.0
1099,197.70092822372914,809.7925,0.24413776149288755,1.0
1100,199.26194286823272,817.6775,0.2436925840178221,1.0
1101,197.41251965433358,807.125,0.2445872939808996,1.0
1102,195.78151254296301,806.6375,0.24271313017676838,1.0
1103,198.30576234042644,813.705,0.24370719405733826,1.0
1104,186.69771751523018,772.605,0.24164704799377454,1.0
1105,190.65862055569886,777.865,0.24510502536519688,1.0
1106,202.70499403640628,827.785,0.24487637978026455,1.0
1107,195.08469963703305,806.075,0.2420180499792613,1.0
1108,192.82791026502846,789.07,0.2443736427250161,1.0
1109,198.02144698247312,811.6275,0.24398070171657948,1.0
1110,197.81930076710879,810.94,0.24393827011506247,1.0
1111,184.8031588106416,764.2325,0.2418153622237233,1.0
1112,192.33252258691937,785.0225,0.24500256054688796,1.0
1113,187.5376920386404,781.2175,0.24005823223192055,1.0
1114,181.88355445623398,755.575,0.24072203878666443,1.0
1115,188.62686659276486,782.5775,0.2410328262603574,1.0
1116,186.62739308573305,771.69,0.2418424407284441,1.0
1117,197.13860492751002,807.3875,0.24416851255129662,1.0
1118,192.67085705253297,797.76,0.24151481279148238,1.0
1119,186.96946389377118,775.8125,0.24099826168535718,1.0
1120,183.2267736592144,758.13,0.24168252629392636,1.0
1121,194.3410681817308,803.1725,0.2419667856926511,1.0
1122,199.1353671362996,817.715,0.24352661640828357,1.0
1123,194.4295777735114,796.6825,0.244049012967539,1.0
1124,194.99678132295608,802.5625,0.24296772067341307,1.0
1125,190.65941060274838,792.6075,0.24054706850837065,1.0
1126,192.04206938564778,793.6175,0.2419831586194203,1.0
1127,185.43549304366113,768.815,0.24119650766915463,1.0
1128,192.05978290081023,796.27,0.24119932045764658,1.0
1129,181.93894341647626,757.555,0.2401659858577612,1.0
1130,195.3283346629888,805.1725,0.24259191001057387,1.0
1131,193.41059016764163,793.095,0.24386812445878694,1.0
1132,194.96287637621165,806.335,0.2417889293856916,1.0
1133,191.2668494424224,786.9175,0.2430583249736121,1.0
1134,195.03264205887913,804.5225,0.2424203699198955,1.0
1135,194.33866040397436,801.96,0.24232961794101246,1.0
1136,196.03631031513214,815.8525,0.24028401005712693,1.0
1137,195.23711298704148,803.81,0.24288962937390862,1.0
1138,192.24838469564915,784.74,0.24498354193191266,1.0
1139,179.73127960264682,752.2075,0.23893843068920056,1.0
1140,188.36721296176313,779.1625,0.2417560046354427,1.0
